word	frequency	sources
ខ្ញុំនឹង	10.00	HC.txt
ខ្ញុំមាន	10.00	HC.txt
ខ្យល់គ	10.00	seafreq.txt
ខ្លាំងឡើង	10.00	HC.txt
ខ្លួនគេ	10.00	HC.txt
ខ្សាច់ល	10.00	TD.txt
គណបក្សកុម្មុយនិស្ត	10.00	seafreq.txt
គន្ធី	10.00	DFD.txt
គម្ពីរសញ្ញាថ្មី	10.00	DFD.txt
គស	10.00	HC.txt
គាត់ដែរ	10.00	TD.txt
គាត់សប្បាយ	10.00	TD.txt
គីដាហូនី	10.00	KHOV.txt,KHSV.txt
គីបថោន	10.00	KHOV.txt,KHSV.txt
គីហុន	10.00	KHOV.txt,KHSV.txt
គឺក្បត់	10.00	TD.txt
គឺជាអ្វី	10.00	DFD.txt
គឺត្រង់ថា	10.00	TD.txt
គឺព្រះគម្ពីរ	10.00	HC.txt
គឺយើង	10.00	TD.txt
គូជីវិត	10.00	TD.txt
គូនី	10.00	KHOV.txt,KHSV.txt
គូបដិបក្ខ	10.00	TD.txt
គេចចេញ	10.00	TD.txt
គេចវេស	10.00	HC.txt
គ្រប់គ្រា	10.00	TD.txt
គ្រប់ពាក្យ	10.00	HC.txt
គ្រប់អ្វី	10.00	TD.txt
គ្រូគង្វាលដ៏	10.00	HC.txt
ងារធ្វើ	10.00	TD.txt
ចក្រវាឡ	10.00	HC.txt
ចច	10.00	HC.txt
ចន្លោះប្រហោង	10.00	TD.txt
ចម្បែង	10.00	seafreq.txt
ចម្រើនឡើង	10.00	DFD.txt
ចាកផុតពី	10.00	TD.txt
ចាក់ធ្មេញ	10.00	seafreq.txt
ចាក់សាំង	10.00	seafreq.txt
ចាត់ទុកជា	10.00	seafreq.txt
ចាប់ផ្តើមប្រាប់	10.00	HC.txt
ចាប់ស្លាក	10.00	seafreq.txt
ចាយវាយតិច	10.00	TD.txt
ចិត្តមេត្តា	10.00	DFD.txt
ចិត្តសប្បុរស	10.00	seafreq.txt
ចូលលេង	10.00	seafreq.txt
ចូវិត	10.00	TD.txt
ចេញដីកាកោះ	10.00	seafreq.txt
ចេញដើម្បី	10.00	HC.txt
ចែងពី	10.00	DFD.txt
ចោលទទេ	10.00	TD.txt
ចោលនោះ	10.00	TD.txt
ចៅលួត	10.00	KHOV.txt,KHSV.txt
ចៅហ្វាយខេត្ត	10.00	seafreq.txt
ចំណុចបញ្ចប់	10.00	TD.txt
ចំណេះវិជ្ជា	10.00	seafreq.txt
ចំឡើយ	10.00	KHOV.txt
ច្បារគែតសេម៉ានី	10.00	TD.txt
ច្រងក្រង	10.00	HC.txt
ច្រងេង	10.00	DFD.txt,seafreq.txt
ច្រើននាក់	10.00	TD.txt
ច្រើនលើក	10.00	HC.txt
ច្រើនសា	10.00	HC.txt
ច្រៀងចម្រៀង	10.00	HC.txt
ឆក់ប្លន់	10.00	seafreq.txt
ឆាល	10.00	HC.txt
ឆាលស៍	10.00	DFD.txt
ឆូងឆាង	10.00	TD.txt
ឆ្នាំតែ	10.00	TD.txt
ឆ្នាំទី	10.00	TD.txt
ជាការ	10.00	DFD.txt
ជាគ្នា	10.00	seafreq.txt
ជាចង់	10.00	HC.txt
ជាតិអឺរ៉ុប	10.00	seafreq.txt
ជាប់គាំង	10.00	TD.txt
ជាប់ដៃជាប់ជើង	10.00	TD.txt
ជាប់ពាក់ព័ន្ធ	10.00	DFD.txt
ជាភាគ	10.00	TD.txt
ជាមុនសិន	10.00	HC.txt
ជិតស្លាប់	10.00	TD.txt
ជីកកកាយ	10.00	DFD.txt
ជួរកងទ័ព	10.00	TD.txt
ជឿថា	10.00	TD.txt
ជោគជាំ	10.00	TD.txt
ជ្រើសយក	10.00	TD.txt
ឈាង	10.00	HC.txt
ឈួល	10.00	DFD.txt,seafreq.txt
ញុាំអាហារ	10.00	HC.txt
ញូវហាំសៀ	10.00	HC.txt
ញែកខ្លួន	10.00	TD.txt
ញ៉ូថិន	10.00	TD.txt
ដកយកជីវិត	10.00	TD.txt
ដង្កៀប	10.00	KHOV.txt,seafreq.txt
ដង្ហើមធំ	10.00	TD.txt
ដប់ប្រាំពីរ	10.00	TD.txt
ដរ៍សាន់	10.00	DFD.txt
ដល់ជន	10.00	HC.txt
ដល់ទីព្រ័ត្របាន	10.00	DFD.txt
ដារែល	10.00	DFD.txt
ដាឡាស់	10.00	HC.txt
ដីកាសម្រេច	10.00	seafreq.txt
ដូចតែគេតែឯង	10.00	TD.txt
ដូចទៅនឹង	10.00	TD.txt
ដូច្នេះទេឬ	10.00	seafreq.txt
ដូច្នោះទេ	10.00	TD.txt
ដូចៗ	10.00	KHOV.txt,KHSV.txt
ដើមពេល	10.00	seafreq.txt
ដើម្បីស្តាប់	10.00	HC.txt
ដេកជ្រុល	10.00	DFD.txt
ដេទ្រិខ	10.00	DFD.txt
ដេវីឌ	10.00	TD.txt
ដែននី	10.00	TD.txt
ដែរឬអត់	10.00	HC.txt
ដែលអាចរារាំង	10.00	DFD.txt
ដំបងដង	10.00	TD.txt
ដំបូងគេ	10.00	HC.txt
ឌី	10.00	TD.txt
ឌីសសុន	10.00	KHOV.txt,KHSV.txt
ឌើន	10.00	HC.txt
ណាណី	10.00	seafreq.txt
ណាៗ	10.00	KHOV.txt,KHSV.txt
ណូហា	10.00	KHOV.txt,KHSV.txt
តស៊ូរស់នៅ	10.00	TD.txt
តាពួរ	10.00	KHOV.txt,KHSV.txt
តាមខាងលោកីយ៍	10.00	TD.txt
តាំងតែពីដើម	10.00	TD.txt
តាំងសញ្ញា	10.00	HC.txt
តិចសាស់	10.00	HC.txt
តុកៅអី	10.00	seafreq.txt
តួយ៉ាងដូចជា	10.00	seafreq.txt
តើមាន	10.00	DFD.txt
តើអ្នក	10.00	TD.txt
តែខ្ញុំ	10.00	TD.txt
តែគាត់	10.00	TD.txt
តែនៅ	10.00	TD.txt
ត្បាញសំពត់	10.00	seafreq.txt
ត្បូងកណ្តៀង	10.00	KHOV.txt
ត្រឡប់ត្រឡិន	10.00	KHOV.txt,seafreq.txt
ត្រាស់ហៅដែល	10.00	TD.txt
ត្រូវដឹងថា	10.00	TD.txt
ត្រួតមើល	10.00	HC.txt
ថយចុះ	10.00	TD.txt
ថាតើ	10.00	DFD.txt
ថាវី	10.00	HC.txt
ថាអស់	10.00	TD.txt
ថូនី	10.00	DFD.txt
ថ្ងៃបន្ទាប់	10.00	DFD.txt
ថ្ងៃយប់	10.00	TD.txt
ថ្ងៃលិច	10.00	seafreq.txt
ថ្មដង	10.00	TD.txt
ថ្មីនេះ	10.00	HC.txt
ថ្មីផង	10.00	DFD.txt
ថ្រតមែន	10.00	DFD.txt
ថ្រិនឆ៍	10.00	TD.txt
ថ្វាយជីវិត	10.00	DFD.txt
ទង់ស	10.00	TD.txt
ទតមើល	10.00	TD.txt
ទទូចសុំ	10.00	TD.txt
ទទួលតាម	10.00	seafreq.txt
ទទួលយល់ព្រម	10.00	seafreq.txt
ទីប	10.00	seafreq.txt
ទីមរណា	10.00	TD.txt
ទីរហោស្ថាន	10.00	HC.txt
ទុកគាត់	10.00	TD.txt
ទុកដូចជា	10.00	TD.txt
ទុក្ខា	10.00	TD.txt
ទូរៈ	10.00	seafreq.txt
ទូលបង្គំសិន	10.00	TD.txt
ទើបបានជា	10.00	TD.txt
ទៀតដែល	10.00	TD.txt
ទៀតបាន	10.00	TD.txt
ទោះបើយ៉ាង	10.00	TD.txt
ទៅក្នុង	10.00	DFD.txt
ទៅដោយ	10.00	TD.txt
ទះកំផ្លៀង	10.00	seafreq.txt
ទ្រង់បាន	10.00	TD.txt
ទ្រង់មាន	10.00	TD.txt
ទ្រង់មិន	10.00	TD.txt
ទ្រូអេត	10.00	HC.txt
ទ្វេដង	10.00	HC.txt
ធម្មយាត្រា	10.00	TD.txt
ធាតុពិត	10.00	TD.txt
ធាទេរ៉ា	10.00	KHOV.txt,KHSV.txt
ធុងបាស	10.00	HC.txt
ធ្ងន់ៗ	10.00	KHOV.txt,KHSV.txt
ធ្លាប់រស់រាន	10.00	TD.txt
ធ្វើដូច្នេះ	10.00	TD.txt
ធ្វើទានច្រើន	10.00	TD.txt
ធ្វើមិនដឹង	10.00	seafreq.txt
នយោបាយសេដ្ឋកិច្ច	10.00	seafreq.txt
នស្តែល	10.00	TD.txt
នាពេលបច្ចុប្បន្ន	10.00	TD.txt
នាពេលអនាគត	10.00	TD.txt
នាអនាគតកាល	10.00	DFD.txt
និងធីម៉ូថេ	10.00	HC.txt
និងនិកាយ	10.00	HC.txt
និងពេត្រុស	10.00	DFD.txt
និងភាព	10.00	TD.txt
និយាយកាត់	10.00	seafreq.txt
និយាយកុហក	10.00	DFD.txt
នីង	10.00	DFD.txt
នឹកចាំពី	10.00	DFD.txt
នឹកជញ្ជឹង	10.00	DFD.txt,KHOV.txt
នឹករឭក	10.00	TD.txt
នេះដែរ	10.00	TD.txt
នេះមាន	10.00	DFD.txt
នែន	10.00	DFD.txt
នៃភាពជាសិស្ស	10.00	TD.txt
នោះហើយ	10.00	DFD.txt
នោះឲ្យ	10.00	DFD.txt
នៅក្នុងបន្ទប់	10.00	seafreq.txt
នៅទី	10.00	HC.txt
នៅពេលណា	10.00	HC.txt
នំនែក	10.00	seafreq.txt
បង្កប់ន័យ	10.00	TD.txt
បង្អាក់ទឹកចិត្ត	10.00	TD.txt
បង្អាប់បង្អោន	10.00	KHSV.txt
បញ្ជាក់ពី	10.00	HC.txt
បញ្ជាក់អះអាង	10.00	DFD.txt
បញ្ជូនទាហាន	10.00	seafreq.txt
បន្តិចមក	10.00	seafreq.txt
បន្ថែមបន្ថយ	10.00	HC.txt
បន្លំលួច	10.00	TD.txt
បសគបច	10.00	DFD.txt
បាដាដ	10.00	TD.txt
បាត់ដាន	10.00	seafreq.txt
បានច្បាំង	10.00	TD.txt
បាន់	10.00	seafreq.txt
បាយទឹក	10.00	seafreq.txt
បារនា	10.00	KHOV.txt
បីរយ	10.00	HC.txt
បឹងភ្លើង	10.00	TD.txt
បុព្វហេតុដើម	10.00	HC.txt
បុរសទាំងបី	10.00	TD.txt
បុរាណវិទ្យា	10.00	DFD.txt
បូជនីយកិច្ច	10.00	seafreq.txt
បូរ៉ា	10.00	HC.txt
បួនម៉ឺន	10.00	TD.txt
បើទោះជា	10.00	TD.txt
បើសិនគ្មានគេតាម	10.00	TD.txt
បើសិនណា	10.00	seafreq.txt
បើអញ្ចឹងមែន	10.00	TD.txt
បេសកកម្មផ្សាយ	10.00	HC.txt
បេសាយ	10.00	KHOV.txt,KHSV.txt
បែកបែរ	10.00	TD.txt
បែរចេញ	10.00	TD.txt
បំពេញតាម	10.00	TD.txt
បំពេញបេសកកម្ម	10.00	seafreq.txt
ប៉កខ៍	10.00	DFD.txt
ប៉ាគីហ៊ាល	10.00	KHOV.txt,KHSV.txt
ប៉ាមភីលា	10.00	KHOV.txt,KHSV.txt
ប៊ុនហាក់	10.00	HC.txt
ប៊ុនហូហ្វ័រ	10.00	DFD.txt
ប៊ូស	10.00	KHOV.txt,KHSV.txt
ប័រដិន	10.00	TD.txt
ប្រគល់ឲ្យ	10.00	seafreq.txt
ប្រទេសកំពុង	10.00	TD.txt
ប្រព្រឹត្តិតាម	10.00	HC.txt
ប្រភពទឹក	10.00	TD.txt
ប្រមាណជា	10.00	TD.txt
ប្រស់ប៊ូថេរស៍	10.00	HC.txt
ប្រាកដមែន	10.00	TD.txt
ប្រាំម៉ឺន	10.00	TD.txt
ប្រេន	10.00	DFD.txt
ប្រ៊ីឆ	10.00	TD.txt
ប្អៀរ៉ុត	10.00	KHOV.txt
ផលិតដោយ	10.00	HC.txt
ផល់	10.00	seafreq.txt
ផាកឃើរ	10.00	HC.txt
ផិតក្បត់	10.00	TD.txt
ផុតពី	10.00	TD.txt
ផុន	10.00	HC.txt
ផូយមិន	10.00	HC.txt
ផ្ញើទុក	10.00	HC.txt
ផ្តាស៊ើរ	10.00	KHOV.txt,KHSV.txt
ផ្តោតអារម្មណ៍	10.00	TD.txt
ផ្ទាល់តែម្តង	10.00	TD.txt
ផ្ទាល់ផង	10.00	DFD.txt
ផ្ទៃរឿង	10.00	DFD.txt
ផ្សាយពាណិជ្ជកម្ម	10.00	HC.txt
ផ្សារណាត់	10.00	seafreq.txt
ផ្អែកតាម	10.00	TD.txt
ពង្សាវតាក្សត្រ	10.00	TD.txt
ពលីជីវិត	10.00	TD.txt
ពិចារ	10.00	seafreq.txt
ពិចារណាឲ្យ	10.00	DFD.txt
ពិតប្រាកដណាស់	10.00	TD.txt
ពិនិត្យសង្កេត	10.00	DFD.txt
ពីភាព	10.00	TD.txt
ពីរម៉ឺនប្រាំពាន់	10.00	TD.txt
ពីរ៉ាថូន	10.00	KHOV.txt,KHSV.txt
ពួកគេគិត	10.00	HC.txt
ពួកគេដាក់	10.00	TD.txt
ពួកគេទេ	10.00	HC.txt
ពួកគេបាន	10.00	HC.txt
ពួកជំនុំដែល	10.00	HC.txt
ពួកជំនុំសកល	10.00	HC.txt
ពួកដែល	10.00	TD.txt
ពួកដំណាក់	10.00	HC.txt
ពួកទេវតា	10.00	HC.txt
ពួកអ្នក	10.00	TD.txt
ពួរីម	10.00	KHSV.txt
ពេកក្រៃ	10.00	TD.txt
ពេញបរិបូរណ៍	10.00	DFD.txt
ពេនីណា	10.00	KHOV.txt,KHSV.txt
ពេឡាធា	10.00	KHOV.txt,KHSV.txt
ពោធិចិនតុង	10.00	seafreq.txt
ពោលគឺ	10.00	HC.txt
ពៅពន្លក	10.00	seafreq.txt
ព្យាការ	10.00	TD.txt
ព្រោះគាត់	10.00	TD.txt
ព្រះកេម៉ូស	10.00	KHOV.txt,KHSV.txt
ព្រះគម្ពីរសញ្ញាថ្មី	10.00	HC.txt
ព្រះញាតិវង្ស	10.00	KHOV.txt,KHSV.txt,seafreq.txt
ព្រះធម៌	10.00	seafreq.txt
ព្រះព្រហ្ម	10.00	seafreq.txt
ព្រះហត្ថា	10.00	TD.txt
ព្រះហស្តា	10.00	TD.txt
ព្រះអើយ	10.00	TD.txt
ភាគខាងកើត	10.00	TD.txt
ភាប	10.00	seafreq.txt
ភាពក្រីក្រ	10.00	TD.txt
ភាពក្លាហាន	10.00	HC.txt
ភាពខ្លោចផ្សា	10.00	TD.txt
ភាពច្បាស់លាស់	10.00	HC.txt
ភាពជាសិស្ស	10.00	HC.txt
ភាពជិតស្និទ្ធ	10.00	HC.txt
ភាពទន់ខ្សោយ	10.00	TD.txt
ភាពទាន់សម័យ	10.00	HC.txt
ភាពប្តូរផ្តាច់	10.00	HC.txt
ភាពរាក់ទាក់	10.00	HC.txt
ភាពរឹងមាំ	10.00	HC.txt
ភាពរំភើប	10.00	HC.txt
ភាពលោភលន់	10.00	TD.txt
ភាពលះបង់	10.00	HC.txt
ភាពល្ងីល្ងើ	10.00	HC.txt
ភាពល្អឥតខ្ចោះ	10.00	HC.txt
ភាពស្កប់ចិត្ត	10.00	HC.txt
ភាពហ៊ឺហា	10.00	TD.txt
ភាពអាក្រាត	10.00	HC.txt
ភាពឧស្សាហ៍	10.00	TD.txt
ភូតកុហក	10.00	KHOV.txt
ភ័យក្លាច	10.00	TD.txt
ភ្នំដងរែក	10.00	seafreq.txt
ភ្លឺថ្លា	10.00	TD.txt
ភ្លើងរលាក	10.00	seafreq.txt
ភ្លេងបុរាណ	10.00	HC.txt
មតិយោបល់	10.00	DFD.txt
មនុស្សកុះករ	10.00	seafreq.txt
មនោគមន៍	10.00	TD.txt
មមើមមាយ	10.00	TD.txt
មរមន	10.00	HC.txt
មហាត្មៈ	10.00	DFD.txt
មានកល	10.00	seafreq.txt
មានជំនឿ	10.00	HC.txt
មានតន្ត្រី	10.00	HC.txt
មានទ្រព្យសម្បត្តិ	10.00	TD.txt
មាននាក់	10.00	TD.txt
មានបំណងចិត្ត	10.00	DFD.txt
មានរាយ	10.00	seafreq.txt
មានអាសន្ន	10.00	seafreq.txt
មានឬក្រ	10.00	TD.txt
មានឬនាក់	10.00	TD.txt
មិតហ្ស៍ជើរ	10.00	HC.txt
មិត្ររបស់	10.00	DFD.txt
មិនចម្លែក	10.00	TD.txt
មិនដឹង	10.00	HC.txt
មិនទៀង	10.00	seafreq.txt
មិនអស់ចិត្ត	10.00	seafreq.txt
មិនឲ្យ	10.00	DFD.txt
មីនាង	10.00	seafreq.txt
មីនី	10.00	KHOV.txt,seafreq.txt
មីសរ៉ែម	10.00	KHOV.txt,KHSV.txt
មីឡូ	10.00	KHSV.txt
មីឡូរ	10.00	KHOV.txt
មុតស្រួច	10.00	TD.txt
មួយណា	10.00	DFD.txt
មួយផ្សេងទៀត	10.00	seafreq.txt
មួយភាគធំ	10.00	seafreq.txt
មើររ៉េ	10.00	HC.txt
មើលថា	10.00	DFD.txt
មេកដានុល	10.00	TD.txt
មេឃា	10.00	seafreq.txt
មេណាម	10.00	seafreq.txt
មេសូប៉ូតាមា	10.00	KHOV.txt,KHSV.txt
មែនអេ៎	10.00	TD.txt
មៃយ៉័រស៍	10.00	TD.txt
ម៉េចក៏មិន	10.00	seafreq.txt
ម៉េឆិន	10.00	HC.txt
ម៉េត	10.00	HC.txt
ម៉ៃក	10.00	DFD.txt
ម៉ៃយើរ	10.00	TD.txt
ម័រ	10.00	TD.txt
ម័រធីន	10.00	TD.txt
ម្កុដ	10.00	TD.txt
ម្នាក់បាន	10.00	TD.txt
ម្ល៉ោះហើយ	10.00	HC.txt
យល់ពី	10.00	TD.txt
យានិក	10.00	seafreq.txt
យីសវី	10.00	KHOV.txt,KHSV.txt
យូដាសអ៊ីស្ការីយ៉ុត	10.00	KHOV.txt,KHSV.txt
យូរី	10.00	KHOV.txt,KHSV.txt
យូរីម	10.00	KHOV.txt,KHSV.txt
យើងអាច	10.00	TD.txt
យឿន	10.00	HC.txt
យ៉ាងហោច	10.00	seafreq.txt
យ៉ាភា	10.00	KHOV.txt,KHSV.txt
យ៉ាហាស់	10.00	KHOV.txt,KHSV.txt
យ៉ាំង	10.00	TD.txt
យ៉ូដាស	10.00	HC.txt
យ៉ូយ៉ាដា	10.00	KHOV.txt,KHSV.txt
យ៉េល	10.00	TD.txt
យ៉ៃរូស	10.00	KHSV.txt
រកកល់នឹង	10.00	TD.txt
រងការ	10.00	TD.txt
រដូវរងា	10.00	seafreq.txt
រដ្ឋមន្ត្រីការបរទេស	10.00	seafreq.txt
រត់គេច	10.00	TD.txt
របស់ក្រ	10.00	seafreq.txt
របស់អ្នកជឿ	10.00	DFD.txt
រព្រះគម្ពីរ	10.00	HC.txt
រាប់ខ្លួន	10.00	TD.txt
រាប់ពី	10.00	TD.txt
រាល់គ្នាឲ្យ	10.00	TD.txt
រាល់គ្នា៕	10.00	TD.txt
រិចរិល	10.00	TD.txt
រីកសាយ	10.00	TD.txt
រីដៅថ៍	10.00	TD.txt
រឺទឺហ្វត	10.00	TD.txt
រូបអ្នកតា	10.00	seafreq.txt
រួចទៅ	10.00	TD.txt
រួមការ	10.00	seafreq.txt
រួមរស់	10.00	HC.txt
រួមសហការ	10.00	DFD.txt
រៀងរហូត	10.00	TD.txt
រេផិឌីម	10.00	KHOV.txt,KHSV.txt
រែល	10.00	TD.txt
រំពារ	10.00	seafreq.txt
រំពឹងចាំការ	10.00	TD.txt
រះចិញ្ចែងចិញ្ចាច	10.00	TD.txt
រ៉ស	10.00	TD.txt
រ័ត	10.00	seafreq.txt
លាកាត់	10.00	KHOV.txt
លាតដៃ	10.00	TD.txt
លាលោក	10.00	seafreq.txt
លាហើយ	10.00	seafreq.txt
លិចដង	10.00	TD.txt
លីឈើឆ្កាង	10.00	TD.txt
លីព	10.00	TD.txt
លីមែន	10.00	HC.txt
លីវីងស្តូន	10.00	TD.txt
លុយដែល	10.00	TD.txt
លូស៊ី	10.00	TD.txt
លើក្រប	10.00	HC.txt
លេនីន	10.00	TD.txt
លេហ៊ី	10.00	KHOV.txt,KHSV.txt
លៃលកធនធាន	10.00	TD.txt
លំនៅដ្ឋាន	10.00	KHSV.txt
លះកាត់ចិត្ត	10.00	TD.txt
លះបង់ចោល	10.00	DFD.txt
ល្មើយ	10.00	seafreq.txt
ល្អឬ	10.00	TD.txt
វាហាក់បីដូចជា	10.00	TD.txt
វិច្ឆេទកម្ម	10.00	seafreq.txt
វិជ្ជាសមោធាន	10.00	DFD.txt
វិញទោះ	10.00	TD.txt
វិញ្ញាណបិរសុទ្ធ	10.00	DFD.txt
វិលបែរ	10.00	HC.txt
វិលាម	10.00	TD.txt
វីតថឹន	10.00	TD.txt
វីល	10.00	HC.txt
វើរ	10.00	HC.txt
វែងឆ្ងាយពី	10.00	TD.txt
វ៉ាស៊ីងតោន	10.00	seafreq.txt
វ៉ាស៊ីនតោនឌីស៊ី	10.00	HC.txt
វ័យចំណាស់	10.00	HC.txt
វ្ល៉ាឌីមៀរ	10.00	TD.txt
សង្គ្រោះរួច	10.00	DFD.txt
សត្វសាហាវ	10.00	seafreq.txt
សបង្ហាញ	10.00	TD.txt
សព្វនាមបុរិសៈ	10.00	TD.txt
សមូហកម្ម	10.00	seafreq.txt
សម័យថ្មី	10.00	seafreq.txt
សម័យទេ	10.00	HC.txt
សម្រាប់គ្រីស្ទបរិស័ទ	10.00	HC.txt
សម្រុកចូល	10.00	TD.txt
សរុបសេចក្តី	10.00	HC.txt
សាណូអា	10.00	KHOV.txt,KHSV.txt
សាធារណរដ្ឋប្រជាមានិត	10.00	seafreq.txt
សានបាឡាត	10.00	KHOV.txt
សាន់ដ្រាស៍	10.00	DFD.txt
សាន់បាឡាត់	10.00	KHSV.txt
សាបាដ	10.00	KHSV.txt
សារលិខិត	10.00	seafreq.txt
សារិបតា	10.00	KHOV.txt,KHSV.txt
សាលាប្រជុំ	10.00	TD.txt
សាល់មូណា	10.00	KHSV.txt
សាវធើន	10.00	HC.txt
សាសន៍អ៊ីស្រាអែល	10.00	HC.txt
សាំមួរ	10.00	KHOV.txt,KHSV.txt
សិស្សដែល	10.00	TD.txt
សឹង្ហ	10.00	TD.txt
សុគន្ធរ័ត្ន	10.00	HC.txt
សុំលាឈប់	10.00	TD.txt
សូក្រាត	10.00	DFD.txt
សូមគិត	10.00	DFD.txt
សេចក្តីផ្តើម	10.00	TD.txt
សេចក្តីស្រឡាញ់	10.00	TD.txt
សេថ	10.00	KHSV.txt
សេនឌ័រស៍	10.00	DFD.txt
សេនថ៍	10.00	DFD.txt
សេបួល	10.00	KHOV.txt,KHSV.txt
សេមើរ	10.00	KHOV.txt,KHSV.txt
សំដៅលើ	10.00	HC.txt
សំណួរចម្លើយ	10.00	DFD.txt
សំណួរទី	10.00	DFD.txt
ស៊ីក	10.00	TD.txt
ស៊ីលវ៉ាន	10.00	KHOV.txt,KHSV.txt
ស៊ីសាក់	10.00	KHSV.txt
ស៊ូរីសាដាយ	10.00	KHOV.txt,KHSV.txt
ស៊ូហារ	10.00	KHOV.txt,KHSV.txt
ស្កុតឡែន	10.00	TD.txt
ស្តត់	10.00	DFD.txt
ស្តូខស៍	10.00	DFD.txt
ស្ថានសួគ៍	10.00	TD.txt
ស្ទាត់ជំនាញ	10.00	seafreq.txt
ស្ទីវវើត	10.00	TD.txt
ស្ពើចិន	10.00	TD.txt
ស្ពើរ	10.00	HC.txt
ស្មឹកឃើ	10.00	HC.txt
ស្មោះអស់ពីចិត្ត	10.00	TD.txt
ស្ម័គ្រព្រះទ័យ	10.00	TD.txt
ស្រណុកសុខស្រួល	10.00	HC.txt
ស្របពេលដែល	10.00	DFD.txt
ស្រាច់	10.00	seafreq.txt
ស្រីម៉ាច	10.00	HC.txt
ស្រីអែម	10.00	HC.txt
ស្លាប់ក៏	10.00	TD.txt
ហប់គិនស៍	10.00	TD.txt
ហាក់បីដូច	10.00	TD.txt
ហាគីត	10.00	KHOV.txt,KHSV.txt
ហាងបាយ	10.00	seafreq.txt
ហាធូស	10.00	KHOV.txt,KHSV.txt
ហាស៊ូប	10.00	KHOV.txt,KHSV.txt
ហាស៊ូម	10.00	KHOV.txt,KHSV.txt
ហាំម្តាថា	10.00	KHOV.txt,KHSV.txt
ហុកសិបលាន	10.00	TD.txt
ហូដាវា	10.00	KHOV.txt,KHSV.txt
ហើយព័ន្ធកិច្ច	10.00	TD.txt
ហេតុនេះហើយបានជា	10.00	seafreq.txt
ហេនរី	10.00	TD.txt
ហេនសិន	10.00	TD.txt
ហ៊ុនទៀន	10.00	seafreq.txt
ហ៊ូវ៉េតថ៍	10.00	TD.txt
ហ៎	10.00	HC.txt
ហ្គេហ្សិនណាលីស្ទ៍	10.00	HC.txt
ហ្គោដឹន	10.00	TD.txt
ហ្គ្រូស	10.00	DFD.txt
ហ្មឺង	10.00	seafreq.txt
ហ្វាញដ្លេ	10.00	TD.txt
ហ្វូសឌិក	10.00	HC.txt
ហ្វើសត៍	10.00	HC.txt
ហ្វ្រេនស៊ីស	10.00	DFD.txt
ហ្សូស្ទ័រ	10.00	DFD.txt
ឡែថ៍	10.00	TD.txt
អង្គការលើ	10.00	seafreq.txt
អង្គក្សត្រា	10.00	TD.txt
អដាយ៉ា	10.00	KHSV.txt
អតីតប្រធាន	10.00	seafreq.txt
អត់ឲ្យ	10.00	seafreq.txt
អនណល	10.00	TD.txt
អន្សង	10.00	seafreq.txt
អបៀស៊ើរ	10.00	KHSV.txt
អម្ចាស់យេស៊ូវគ្រីស្ទ	10.00	DFD.txt
អរហ្គសស្ទីន	10.00	TD.txt
អសប្បាយ	10.00	TD.txt
អសារបង់	10.00	KHSV.txt,seafreq.txt
អស់នៃ	10.00	HC.txt
អស្ចារ្យនៅ	10.00	DFD.txt
អស្វលដ៍	10.00	DFD.txt
អាចយក	10.00	DFD.txt
អាណានាស	10.00	DFD.txt
អាថានេហ្សឺស៍	10.00	HC.txt
អាថារ៉ូត	10.00	KHOV.txt,KHSV.txt
អាវ៉ា	10.00	KHOV.txt,KHSV.txt,seafreq.txt
អាឡិកហ្សានឌើរ	10.00	HC.txt
អាំមីសាដាយ	10.00	KHOV.txt,KHSV.txt
អិល	10.00	DFD.txt
អិលីយិត	10.00	DFD.txt
អូថាដខស៍	10.00	TD.txt
អូផែល	10.00	KHOV.txt,KHSV.txt
អូហូលីអាប់	10.00	KHOV.txt,KHSV.txt
អូហូឡា	10.00	KHOV.txt,KHSV.txt
អើរីស្តាក	10.00	KHOV.txt,KHSV.txt
អើរ៉ាត	10.00	KHOV.txt,KHSV.txt
អេក្វាទ័រ	10.00	TD.txt
អេនឌ្រូ	10.00	TD.txt
អេភីសកាផស់	10.00	HC.txt
អេភើរ	10.00	KHOV.txt,KHSV.txt
អេរីអឺស៍	10.00	HC.txt
អេលីស៊ើរ	10.00	KHOV.txt,KHSV.txt
អេឡាត	10.00	KHOV.txt,KHSV.txt
អែលឌ្រេចជ៍	10.00	DFD.txt
អែសកុល	10.00	KHOV.txt,KHSV.txt
អំណាចព្រះ	10.00	DFD.txt
អំពីអ្វី	10.00	seafreq.txt
អះស៊ីសសី	10.00	DFD.txt
អ៊ីស៊ី	10.00	KHOV.txt,KHSV.txt
អ៊ុសា	10.00	KHOV.txt
អ៊ែរិក	10.00	DFD.txt
អ៊ែវិន	10.00	TD.txt
អ៊ែវែនស៍	10.00	DFD.txt
អ័កបោរ	10.00	KHOV.txt,KHSV.txt
អ័ងខឹស	10.00	TD.txt
អ័បៀស៊ើរ	10.00	KHOV.txt
អ្នកក្រីក្រ	10.00	HC.txt
អ្នកចូលចិត្ត	10.00	seafreq.txt
អ្នកជួយ	10.00	seafreq.txt
អ្នកជំនួស	10.00	HC.txt
អ្នកដើរតាម	10.00	TD.txt
អ្នកបះបោរ	10.00	HC.txt
អ្នកលើ	10.00	seafreq.txt
អ្នកអត់	10.00	HC.txt
អ្វីទាំងអស់	10.00	TD.txt
អ្វីទៅ	10.00	HC.txt
